shape,seed,rule,nu,alpha,half,cov
laplace,301020,H,10.0,0.005,2.59772496701723,0.9746185802786003
laplace,301020,H,50.0,9e-05,2.434120789235281,0.9680111102759008
laplace,301020,H,50.0,0.001,2.4097324967569986,0.9668885580672373
laplace,301020,H,50.0,0.005,2.4048548382613424,0.966659364071718
laplace,301020,H,200.0,9e-05,2.317056985339526,0.9622516462480724
laplace,301020,H,200.0,0.001,2.3121793268438693,0.9619903560258514
laplace,301020,H,200.0,0.005,2.317056985339526,0.9622516462480724
laplace,301020,H,1000.0,9e-05,2.251632891149772,0.9585923557778977
laplace,301020,H,1000.0,0.001,2.2565105496454287,0.958877004920305
laplace,301020,H,1000.0,0.005,2.271143525132398,0.9597192654555324
laplace,301015,CP,,,2.1950283117722607,0.9551413484000597
laplace,301015,Oracle,,,1.9192853579524478,0.9337473214030092
laplace,301015,H,2.0,9e-05,3.0427796357932264,0.9864739825301054
laplace,301015,H,2.0,0.001,2.9593685599458897,0.9847805209258336
laplace,301015,H,2.0,0.005,2.8627873142279205,0.9825530886494893
laplace,301015,H,10.0,9e-05,2.465000576319446,0.9693780205837714
laplace,301015,H,10.0,0.001,2.3819403670445882,0.9655612319799645
laplace,301015,H,10.0,0.005,2.3336497441856037,0.9631271259201435
laplace,301015,H,50.0,9e-05,2.1644502010078153,0.9531589268408602
laplace,301015,H,50.0,0.001,2.142499917890095,0.9516820639885839
laplace,301015,H,50.0,0.005,2.129329748019463,0.9507736883310414
laplace,301015,H,200.0,9e-05,2.046050931324033,0.9446208979874622
laplace,301015,H,200.0,0.001,2.037270818076945,0.9439289712352918
laplace,301015,H,200.0,0.005,2.041660874700489,0.9442760085608657
laplace,301015,H,1000.0,9e-05,1.9758100253473285,0.9388372744415823
laplace,301015,H,1000.0,0.001,1.9758100253473285,0.9388372744415823
laplace,301015,H,1000.0,0.005,1.9889801952179607,0.9399659133576939
laplace,301023,CP,,,2.5841946892591725,0.9741282380527512
laplace,301023,Oracle,,,2.3767261647133644,0.9653063420305601
laplace,301023,H,2.0,9e-05,3.6235947485696602,0.9940510279435462
laplace,301023,H,2.0,0.001,3.499553403485234,0.9929103257568854
laplace,301023,H,2.0,0.005,3.370343669022289,0.9914889139712479
laplace,301023,H,10.0,9e-05,2.902031542910877,0.9834950074725066
laplace,301023,H,10.0,0.001,2.8094136073724556,0.981185187602017
laplace,301023,H,10.0,0.005,2.757729713587278,0.9797584683357394
laplace,301023,H,50.0,9e-05,2.5952731159324114,0.9745304189429855
laplace,301023,H,50.0,0.001,2.5745995584183405,0.9737747767848373
laplace,301023,H,50.0,0.005,2.5642627796613047,0.9733885898054138
laplace,301023,H,200.0,9e-05,2.481006186683729,0.970063373974495
laplace,301023,H,200.0,0.001,2.4758377973052115,0.9698437593708145
laplace,301023,H,200.0,0.005,2.481006186683729,0.970063373974495
laplace,301023,H,1000.0,9e-05,2.4168509049174594,0.9672202170783246
laplace,301023,H,1000.0,0.001,2.422019294295977,0.9674589377837202
laplace,301023,H,1000.0,0.005,2.4323560730530125,0.9679311763623091
laplace,301021,CP,,,3.2465728195132093,0.9898608114896581
laplace,301021,Oracle,,,3.093386529147948,0.9874081963817414
laplace,301021,H,2.0,9e-05,4.571870272071063,0.9984439441245108
laplace,301021,H,2.0,0.001,4.416034776734446,0.9980602889749641
laplace,301021,H,2.0,0.005,4.227733553202701,0.9974684363635804
laplace,301021,H,10.0,9e-05,3.6269168041310533,0.9940789112350688
laplace,301021,H,10.0,0.001,3.523026473906642,0.9931418106826866
laplace,301021,H,10.0,0.005,3.4645881631554105,0.9925509410378304
laplace,301021,H,50.0,9e-05,3.312436022252301,0.990762573478982
laplace,301021,H,50.0,0.001,3.286463439696198,0.9904169672743939
laplace,301021,H,50.0,0.005,3.2734771484181464,0.9902393450903655
laplace,301021,H,200.0,9e-05,3.195559400749838,0.9891022991578513
laplace,301021,H,200.0,0.001,3.1890662551108124,0.9890017680320002
laplace,301021,H,200.0,0.005,3.1890662551108124,0.9890017680320002
laplace,301021,H,1000.0,9e-05,3.127239687082193,0.987996833371086
laplace,301021,H,1000.0,0.001,3.127239687082193,0.987996833371086
laplace,301021,H,1000.0,0.005,3.140225978360244,0.9882152642747113
laplace,301019,CP,,,2.370884976281823,0.9650185615540912
laplace,301019,Oracle,,,2.1290249905040737,0.9507524676014552
laplace,301019,H,2.0,9e-05,3.333972358501217,0.9910396763049614
laplace,301019,H,2.0,0.001,3.2343951894973912,0.9896846844655396
laplace,301019,H,2.0,0.005,3.1063674007781867,0.987637244413313
laplace,301019,H,10.0,9e-05,2.653002771354882,0.9765271888566158
laplace,301019,H,10.0,0.001,2.568029888771785,0.9735299850322008
laplace,301019,H,10.0,0.005,2.515870419293591,0.9715036157488948
laplace,301019,H,50.0,9e-05,2.3615659224746977,0.9645544852046612
laplace,301019,H,50.0,0.001,2.3331153027593188,0.9630992463395738
laplace,301019,H,50.0,0.005,2.3236317628541925,0.9626010089795838
laplace,301019,H,200.0,9e-05,2.2430216736606194,0.9580850063163944
laplace,301019,H,200.0,0.001,2.233538133755493,0.9575190662277691
laplace,301019,H,200.0,0.005,2.2336809889681346,0.9575276476896002
laplace,301019,H,1000.0,9e-05,2.179420254192879,0.9541401687662234
laplace,301019,H,1000.0,0.001,2.179420254192879,0.9541401687662234
laplace,301019,H,1000.0,0.005,2.1889037940980054,0.9547511232497556
laplace,301024,CP,,,3.193270760205488,0.9890669702281132
laplace,301024,Oracle,,,3.036580044529882,0.986354871154894
laplace,301024,H,2.0,9e-05,4.503196091427947,0.9982852380051757
laplace,301024,H,2.0,0.001,4.3499190949381,0.9978701731194204
laplace,301024,H,2.0,0.005,4.158322849325792,0.9972073283766725
laplace,301024,H,10.0,9e-05,3.5609837360593146,0.9935002495486991
laplace,301024,H,10.0,0.001,3.4587990717327504,0.9924897051783625
laplace,301024,H,10.0,0.005,3.4013201980490577,0.9918537139424739
laplace,301024,H,50.0,9e-05,3.2516660828761794,0.9899335812868024
laplace,301024,H,50.0,0.001,3.2261199167945382,0.9895632551400817
laplace,301024,H,50.0,0.005,3.219733375274128,0.9894685641755967
laplace,301024,H,200.0,9e-05,3.1367083355087946,0.9881564927065767
laplace,301024,H,200.0,0.001,3.1303217939883843,0.9880490384051108
laplace,301024,H,200.0,0.005,3.1367083355087946,0.9881564927065767
laplace,301024,H,1000.0,9e-05,3.07589683277489,0.9870928649693782
laplace,301024,H,1000.0,0.001,3.07589683277489,0.9870928649693782
laplace,301024,H,1000.0,0.005,3.0886699158157107,0.987323924545719
laplace,301025,CP,,,2.2949843556567213,0.9610547319248146
laplace,301025,Oracle,,,2.040104851655173,0.944153250174754
laplace,301025,H,2.0,9e-05,3.2088799455157018,0.9893056695130755
laplace,301025,H,2.0,0.001,3.117080571289443,0.9878231371910315
laplace,301025,H,2.0,0.005,3.00233135350662,0.985677702908077
laplace,301025,H,10.0,9e-05,2.568070537661393,0.9735315066493295
laplace,301025,H,10.0,0.001,2.4904079137188466,0.9704587783640972
laplace,301025,H,10.0,0.005,2.4399182578944045,0.9682723104313031
laplace,301025,H,50.0,9e-05,2.2813736698246574,0.9602978360297165
laplace,301025,H,50.0,0.001,2.263013794979406,0.9592534783286726
laplace,301025,H,50.0,0.005,2.25383385755678,0.9587210423433166
laplace,301025,H,200.0,9e-05,2.157444514619208,0.9526925406350366
laplace,301025,H,200.0,0.001,2.1528545459078954,0.9523844598192068
laplace,301025,H,200.0,0.005,2.157444514619208,0.9526925406350366
laplace,301025,H,1000.0,9e-05,2.0933232345603776,0.9482021226702251
laplace,301025,H,1000.0,0.001,2.0979132032716903,0.9485372639338845
laplace,301025,H,1000.0,0.005,2.111683109405629,0.9495297332212171
laplace,301022,CP,,,2.9755172933261447,0.9851241607845653
laplace,301022,Oracle,,,2.804276843081241,0.9810480100826251
laplace,301022,H,2.0,9e-05,4.184214969276736,0.9973077380293693
laplace,301022,H,2.0,0.001,4.041390139197097,0.9967051305936356
laplace,301022,H,2.0,0.005,3.874761170770851,0.995829585295771
laplace,301022,H,10.0,9e-05,3.323630832260644,0.9909076674659527
laplace,301022,H,10.0,0.001,3.2288899035158054,0.989604059576797
laplace,301022,H,10.0,0.005,3.175330592235941,0.9887860370877497
laplace,301022,H,50.0,9e-05,3.0180284905195247,0.9859921420253068
laplace,301022,H,50.0,0.001,2.994224352172918,0.9855125524057486
laplace,301022,H,50.0,0.005,2.9823222829996148,0.9852666348635382
laplace,301022,H,200.0,9e-05,2.9049588333731435,0.9835631938327396
laplace,301022,H,200.0,0.001,2.8930567641998404,0.9832841868545854
laplace,301022,H,200.0,0.005,2.8930567641998404,0.9832841868545854
laplace,301022,H,1000.0,9e-05,2.8423431149542204,0.9820412924624571
laplace,301022,H,1000.0,0.001,2.8423431149542204,0.9820412924624571
laplace,301022,H,1000.0,0.005,2.8542451841275236,0.9823410448393242
laplace,301027,CP,,,2.4933461020841956,0.97058127413639
laplace,301027,Oracle,,,2.271772469978992,0.9597550777224242
laplace,301027,H,2.0,9e-05,3.4862321760438486,0.9927754969181148
laplace,301027,H,2.0,0.001,3.3864983319604915,0.9916811551173899
laplace,301027,H,2.0,0.005,3.261831026856296,0.990077254941413
laplace,301027,H,10.0,9e-05,2.800009250741299,0.9809332835293041
laplace,301027,H,10.0,0.001,2.7106473425547257,0.9783648124095916
laplace,301027,H,10.0,0.005,2.6607804205130474,0.9767839576155788
laplace,301027,H,50.0,9e-05,2.4985057764344396,0.970795157800358
laplace,301027,H,50.0,0.001,2.4735723154136005,0.9697469875992806
laplace,301027,H,50.0,0.005,2.4635989310052646,0.9693172607057245
laplace,301027,H,200.0,9e-05,2.3838118557385792,0.9656522600257196
laplace,301027,H,200.0,0.001,2.3738384713302434,0.9651643698478984
laplace,301027,H,200.0,0.005,2.3738384713302434,0.9651643698478984
laplace,301027,H,1000.0,9e-05,2.316925291057737,0.9622446151950141
laplace,301027,H,1000.0,0.001,2.319135091065027,0.9623624214724824
laplace,301027,H,1000.0,0.005,2.3268986754660723,0.9627733979764876
laplace,301026,CP,,,2.1624709733864207,0.9530276326456728
laplace,301026,Oracle,,,1.8785569689369255,0.9298192163891872
laplace,301026,H,2.0,9e-05,2.997648187736377,0.9855825315720588
laplace,301026,H,2.0,0.001,2.9197992326944746,0.9839045663956918
laplace,301026,H,2.0,0.005,2.8203255679187103,0.9814733060087466
laplace,301026,H,10.0,9e-05,2.415464100019265,0.967155865028519
laplace,301026,H,10.0,0.001,2.337960807388388,0.9633512472316372
laplace,301026,H,10.0,0.005,2.290386445973892,0.9608006680715211
laplace,301026,H,50.0,9e-05,2.132346406612282,0.950983250262678
laplace,301026,H,50.0,0.001,2.106396754931648,0.9491510018406673
laplace,301026,H,50.0,0.005,2.0934219290913307,0.9482093518619035
laplace,301026,H,200.0,9e-05,2.002728445652397,0.9411218797157903
laplace,301026,H,200.0,0.001,1.9984035037056245,0.9407606545066729
laplace,301026,H,200.0,0.005,1.9984035037056245,0.9407606545066729
laplace,301026,H,1000.0,9e-05,1.9421792583975837,0.9358580220887145
laplace,301026,H,1000.0,0.001,1.9421792583975837,0.9358580220887145
laplace,301026,H,1000.0,0.005,1.9508291422911284,0.936637877368002
laplace,301028,CP,,,2.916972307956166,0.9838400900608701
laplace,301028,Oracle,,,2.7433801183163915,0.9793435027047364
laplace,301028,H,2.0,9e-05,4.107722118242497,0.9970001600150258
laplace,301028,H,2.0,0.001,3.967707447460616,0.996343268940199
laplace,301028,H,2.0,0.005,3.8043569982150887,0.9953929763658287
laplace,301028,H,10.0,9e-05,3.2582365161575777,0.9900266851774089
laplace,301028,H,10.0,0.001,3.1653596687607943,0.988626788682812
laplace,301028,H,10.0,0.005,3.112854167217589,0.9877501376766984
laplace,301028,H,50.0,9e-05,2.9528131286892187,0.9846387684239675
laplace,301028,H,50.0,0.001,2.9353112948414837,0.9842538130739029
laplace,301028,H,50.0,0.005,2.929477350225572,0.9841233626498305
laplace,301028,H,200.0,9e-05,2.836134236370985,0.9818829084509124
laplace,301028,H,200.0,0.001,2.836134236370985,0.9818829084509124
laplace,301028,H,200.0,0.005,2.8419681809868966,0.9820317675716075
laplace,301028,H,1000.0,9e-05,2.780584462236397,0.9804022449548531
laplace,301028,H,1000.0,0.001,2.7864184068523086,0.9805632699502675
laplace,301028,H,1000.0,0.005,2.798086296084132,0.9808813616254026
trunc_laplace,302000,CP,,,2.872597389147177,1.0
trunc_laplace,302000,Oracle,,,2.692123365738688,1.0
trunc_laplace,302000,H,2.0,9e-05,4.0509779177702,1.0
trunc_laplace,302000,H,2.0,0.001,3.9188384378694447,1.0
trunc_laplace,302000,H,2.0,0.005,3.7579729840772202,1.0
trunc_laplace,302000,H,10.0,9e-05,3.214415254486965,1.0
trunc_laplace,302000,H,10.0,0.001,3.1229513113372414,1.0
trunc_laplace,302000,H,10.0,0.005,3.0654993635543044,1.0
trunc_laplace,302000,H,50.0,9e-05,2.9136381703051706,1.0
trunc_laplace,302000,H,50.0,0.001,2.884912196413702,1.0
trunc_laplace,302000,H,50.0,0.005,2.8791670016354085,1.0
trunc_laplace,302000,H,200.0,9e-05,2.786618761129104,1.0
trunc_laplace,302000,H,200.0,0.001,2.78087356635081,1.0
trunc_laplace,302000,H,200.0,0.005,2.786618761129104,1.0
trunc_laplace,302000,H,1000.0,9e-05,2.732539171081895,1.0
trunc_laplace,302000,H,1000.0,0.001,2.732539171081895,1.0
trunc_laplace,302000,H,1000.0,0.005,2.7440295606384826,1.0
laplace,301029,CP,,,3.153030037069869,0.9884267379944724
laplace,301029,Oracle,,,2.996727641874127,0.9855637499904975
laplace,301029,H,2.0,9e-05,4.4464480481994135,0.9981419488960486
laplace,301029,H,2.0,0.001,4.301408666494215,0.9977189296022022
laplace,301029,H,2.0,0.005,4.118532924344183,0.9970456751124841
laplace,301029,H,10.0,9e-05,3.5287213149068783,0.993196822805102
laplace,301029,H,10.0,0.001,3.427824353720654,0.9921534057157251
laplace,301029,H,10.0,0.005,3.3647637529792633,0.9914214856541956
laplace,301029,H,50.0,9e-05,3.2169955379592396,0.9894277086066678
laplace,301029,H,50.0,0.001,3.1917712976626835,0.9890437614805336
laplace,301029,H,50.0,0.005,3.1791591775144052,0.9888465903072523
laplace,301029,H,200.0,9e-05,3.0971803965505975,0.9874755747578938
laplace,301029,H,200.0,0.001,3.0845682764023197,0.9872501821091968
laplace,301029,H,200.0,0.005,3.0845682764023197,0.9872501821091968
laplace,301029,H,1000.0,9e-05,3.0308291636371165,0.9862434431739044
laplace,301029,H,1000.0,0.001,3.0308291636371165,0.9862434431739044
laplace,301029,H,1000.0,0.005,3.0371352237112554,0.9863655803130065
trunc_laplace,302003,CP,,,2.855765502397536,1.0
trunc_laplace,302003,Oracle,,,2.6750936644298475,1.0
trunc_laplace,302003,H,2.0,9e-05,4.027241350371367,1.0
trunc_laplace,302003,H,2.0,0.001,3.8958761372610944,1.0
trunc_laplace,302003,H,2.0,0.005,3.730241738122056,1.0
trunc_laplace,302003,H,10.0,9e-05,3.201292028580035,1.0
trunc_laplace,302003,H,10.0,0.001,3.1046524842911456,1.0
trunc_laplace,302003,H,10.0,0.005,3.047537174243201,1.0
trunc_laplace,302003,H,50.0,9e-05,2.8908542754886946,1.0
trunc_laplace,302003,H,50.0,0.001,2.8680081514695166,1.0
trunc_laplace,302003,H,50.0,0.005,2.856585089459928,1.0
trunc_laplace,302003,H,200.0,9e-05,2.7702906632275477,1.0
trunc_laplace,302003,H,200.0,0.001,2.764579132222753,1.0
trunc_laplace,302003,H,200.0,0.005,2.7702906632275477,1.0
trunc_laplace,302003,H,1000.0,9e-05,2.7108164196950257,1.0
trunc_laplace,302003,H,1000.0,0.001,2.7108164196950257,1.0
trunc_laplace,302003,H,1000.0,0.005,2.7222394817046145,1.0
trunc_laplace,302001,CP,,,2.6087188816731923,1.0
trunc_laplace,302001,Oracle,,,2.402447597581957,0.9842098566929256
trunc_laplace,302001,H,2.0,9e-05,3.657982921880948,1.0
trunc_laplace,302001,H,2.0,0.001,3.5588516043773777,1.0
trunc_laplace,302001,H,2.0,0.005,3.4284156602937323,1.0
trunc_laplace,302001,H,10.0,9e-05,2.929572029796679,1.0
trunc_laplace,302001,H,10.0,0.001,2.836075143426273,1.0
trunc_laplace,302001,H,10.0,0.005,2.783900765792815,1.0
trunc_laplace,302001,H,50.0,9e-05,2.6199024434078524,1.0
trunc_laplace,302001,H,50.0,0.001,2.5932475548054907,0.9999916584627813
trunc_laplace,302001,H,50.0,0.005,2.5880301170421447,0.9996005599933158
trunc_laplace,302001,H,200.0,9e-05,2.5097685505919576,0.9934713428994559
trunc_laplace,302001,H,200.0,0.001,2.499333675065266,0.992615656509301
trunc_laplace,302001,H,200.0,0.005,2.504551112828612,0.993044663871804
trunc_laplace,302001,H,1000.0,9e-05,2.445004430613555,0.9880068790183598
trunc_laplace,302001,H,1000.0,0.001,2.445004430613555,0.9880068790183598
trunc_laplace,302001,H,1000.0,0.005,2.4554393061402466,0.9889124557312823
trunc_laplace,302005,CP,,,2.6062106067476343,1.0
trunc_laplace,302005,Oracle,,,2.3992534109969728,0.9839180057764507
trunc_laplace,302005,H,2.0,9e-05,3.6492533616972365,1.0
trunc_laplace,302005,H,2.0,0.001,3.5450049374273425,1.0
trunc_laplace,302005,H,2.0,0.005,3.41990682830347,1.0
trunc_laplace,302005,H,10.0,9e-05,2.926755255587477,1.0
trunc_laplace,302005,H,10.0,0.001,2.8333482661765896,1.0
trunc_laplace,302005,H,10.0,0.005,2.7812240540416426,1.0
trunc_laplace,302005,H,50.0,9e-05,2.611603840365594,1.0
trunc_laplace,302005,H,50.0,0.001,2.590754155511615,0.9998050190857306
trunc_laplace,302005,H,50.0,0.005,2.5803293130846257,0.9990194056907908
trunc_laplace,302005,H,200.0,9e-05,2.5073554160957,0.9932742867623263
trunc_laplace,302005,H,200.0,0.001,2.4969305736687106,0.992417273187916
trunc_laplace,302005,H,200.0,0.005,2.5021429948822056,0.9928469448271171
trunc_laplace,302005,H,1000.0,9e-05,2.4426535666131177,0.9878014984497663
trunc_laplace,302005,H,1000.0,0.001,2.4426535666131177,0.9878014984497663
trunc_laplace,302005,H,1000.0,0.005,2.4582908302536017,0.9891582115066966
trunc_laplace,302006,CP,,,2.707140666386823,1.0
trunc_laplace,302006,Oracle,,,2.512772689259274,0.9937159682659216
trunc_laplace,302006,H,2.0,9e-05,3.8014056372204506,1.0
trunc_laplace,302006,H,2.0,0.001,3.6877057292322166,1.0
trunc_laplace,302006,H,2.0,0.005,3.5469344145801176,1.0
trunc_laplace,302006,H,10.0,9e-05,3.045513248180941,1.0
trunc_laplace,302006,H,10.0,0.001,2.9484889098928946,1.0
trunc_laplace,302006,H,10.0,0.005,2.894346096565164,1.0
trunc_laplace,302006,H,50.0,9e-05,2.7241604430374844,1.0
trunc_laplace,302006,H,50.0,0.001,2.6970890363736193,1.0
trunc_laplace,302006,H,50.0,0.005,2.6910856370692695,1.0
trunc_laplace,302006,H,200.0,9e-05,2.615285698410447,1.0
trunc_laplace,302006,H,200.0,0.001,2.6044571357449007,1.0
trunc_laplace,302006,H,200.0,0.005,2.609871417077674,1.0
trunc_laplace,302006,H,1000.0,9e-05,2.553492438084366,0.9969572428268152
trunc_laplace,302006,H,1000.0,0.001,2.553492438084366,0.9969572428268152
trunc_laplace,302006,H,1000.0,0.005,2.564321000749912,0.9977962694994649
trunc_laplace,302008,CP,,,2.8415359005511505,1.0
trunc_laplace,302008,Oracle,,,2.660384057586602,1.0
trunc_laplace,302008,H,2.0,9e-05,4.001491490555992,1.0
trunc_laplace,302008,H,2.0,0.001,3.8764639109317556,1.0
trunc_laplace,302008,H,2.0,0.005,3.7173379005009086,1.0
trunc_laplace,302008,H,10.0,9e-05,3.1796576782434727,1.0
trunc_laplace,302008,H,10.0,0.001,3.083499665871925,1.0
trunc_laplace,302008,H,10.0,0.005,3.0323520196620097,1.0
trunc_laplace,302008,H,50.0,9e-05,2.8764498346123024,1.0
trunc_laplace,302008,H,50.0,0.001,2.8537175474078955,1.0
trunc_laplace,302008,H,50.0,0.005,2.8423514038056923,1.0
trunc_laplace,302008,H,200.0,9e-05,2.756486962222198,1.0
trunc_laplace,302008,H,200.0,0.001,2.745120818619995,1.0
trunc_laplace,302008,H,200.0,0.005,2.7508038904210963,1.0
trunc_laplace,302008,H,1000.0,9e-05,2.6973090647324,1.0
trunc_laplace,302008,H,1000.0,0.001,2.6973090647324,1.0
trunc_laplace,302008,H,1000.0,0.005,2.7086752083346033,1.0
trunc_laplace,302002,CP,,,2.385542796359003,0.9826541717029611
trunc_laplace,302002,Oracle,,,2.1461062166755425,0.9574028204739546
trunc_laplace,302002,H,2.0,9e-05,3.335500052337114,1.0
trunc_laplace,302002,H,2.0,0.001,3.235307254890047,1.0
trunc_laplace,302002,H,2.0,0.005,3.11603011507211,1.0
trunc_laplace,302002,H,10.0,9e-05,2.6602439120950767,1.0
trunc_laplace,302002,H,10.0,0.001,2.583906542611597,0.9992899480362367
trunc_laplace,302002,H,10.0,0.005,2.536195686684422,0.995597228994455
trunc_laplace,302002,H,50.0,9e-05,2.376166128194639,0.9817793715097876
trunc_laplace,302002,H,50.0,0.001,2.3523107002310515,0.9795148110658563
trunc_laplace,302002,H,50.0,0.005,2.347539614638334,0.9790550979188495
trunc_laplace,302002,H,200.0,9e-05,2.256888988376702,0.9698714674547673
trunc_laplace,302002,H,200.0,0.001,2.2474905555956384,0.9688687013870056
trunc_laplace,302002,H,200.0,0.005,2.2522616411883556,0.9693789809544215
trunc_laplace,302002,H,1000.0,9e-05,2.1976654434549445,0.9633852568519683
trunc_laplace,302002,H,1000.0,0.001,2.1997796996684635,0.9636237743683529
trunc_laplace,302002,H,1000.0,0.005,2.211978700233097,0.96498976547772
trunc_laplace,302009,CP,,,2.5311714288348623,0.995197559584613
trunc_laplace,302009,Oracle,,,2.3125788202669186,0.9756157690829621
trunc_laplace,302009,H,2.0,9e-05,3.5492447745432636,1.0
trunc_laplace,302009,H,2.0,0.001,3.442935574532211,1.0
trunc_laplace,302009,H,2.0,0.005,3.316377003090482,1.0
trunc_laplace,302009,H,10.0,9e-05,2.83742447035506,1.0
trunc_laplace,302009,H,10.0,0.001,2.746706896633969,1.0
trunc_laplace,302009,H,10.0,0.005,2.696083468057277,1.0
trunc_laplace,302009,H,50.0,9e-05,2.5262846923502837,0.9948068152630611
trunc_laplace,302009,H,50.0,0.001,2.5009729780619376,0.9927507009306198
trunc_laplace,302009,H,50.0,0.005,2.4959106352042686,0.9923329237407756
trunc_laplace,302009,H,200.0,9e-05,2.419975492339231,0.9857941767979184
trunc_laplace,302009,H,200.0,0.001,2.410003319730313,0.9848963603889707
trunc_laplace,302009,H,200.0,0.005,2.419975492339231,0.9857941767979184
trunc_laplace,302009,H,1000.0,9e-05,2.3571365673578533,0.9799774811542612
trunc_laplace,302009,H,1000.0,0.001,2.3571365673578533,0.9799774811542612
trunc_laplace,302009,H,1000.0,0.005,2.3723235959308604,0.9814184020239725
trunc_laplace,302007,CP,,,2.3422147428156355,0.9785393165269114
trunc_laplace,302007,Oracle,,,2.0965246357249248,0.951338306111343
trunc_laplace,302007,H,2.0,9e-05,3.2702337187740778,1.0
trunc_laplace,302007,H,2.0,0.001,3.171860699575832,1.0
trunc_laplace,302007,H,2.0,0.005,3.0641188214063244,1.0
trunc_laplace,302007,H,10.0,9e-05,2.6162365624484405,1.0
trunc_laplace,302007,H,10.0,0.001,2.5369756549326135,0.99565908627154
trunc_laplace,302007,H,10.0,0.005,2.4948157895619367,0.9922422795125514
trunc_laplace,302007,H,50.0,9e-05,2.333008380872943,0.9776407775491718
trunc_laplace,302007,H,50.0,0.001,2.31427066293042,0.9757851106723738
trunc_laplace,302007,H,50.0,0.005,2.309586233444789,0.9753154993629818
trunc_laplace,302007,H,200.0,9e-05,2.206669912478404,0.9643974460067561
trunc_laplace,302007,H,200.0,0.001,2.206669912478404,0.9643974460067561
trunc_laplace,302007,H,200.0,0.005,2.220582073217805,0.9659427355529489
trunc_laplace,302007,H,1000.0,9e-05,2.1436964736907385,0.9571152701189487
trunc_laplace,302007,H,1000.0,0.001,2.153065332662,0.958229193430548
trunc_laplace,302007,H,1000.0,0.005,2.1764874800901537,0.9609668399338864
trunc_laplace,302004,CP,,,2.3109574264596047,0.9754531982628483
trunc_laplace,302004,Oracle,,,2.0594275117127516,0.9465912222523267
trunc_laplace,302004,H,2.0,9e-05,3.212726062123606,1.0
trunc_laplace,302004,H,2.0,0.001,3.124909679918151,1.0
trunc_laplace,302004,H,2.0,0.005,3.013983723448102,1.0
trunc_laplace,302004,H,10.0,9e-05,2.5905662007269115,0.9997909303500307
trunc_laplace,302004,H,10.0,0.001,2.5077411307561843,0.9933058174666693
trunc_laplace,302004,H,10.0,0.005,2.456900067374079,0.9890384413004178
trunc_laplace,302004,H,50.0,9e-05,2.2880081806687778,0.9731224361406448
trunc_laplace,302004,H,50.0,0.001,2.2648986064041843,0.9707183295217785
trunc_laplace,302004,H,50.0,0.005,2.255654776698347,0.9697403432172145
trunc_laplace,302004,H,200.0,9e-05,2.177082224198729,0.9610354883157808
trunc_laplace,302004,H,200.0,0.001,2.1679776388332392,0.959979912597797
trunc_laplace,302004,H,200.0,0.005,2.1724603093458104,0.9605008813108629
trunc_laplace,302004,H,1000.0,9e-05,2.112514660598215,0.9533284742065455
trunc_laplace,302004,H,1000.0,0.001,2.112514660598215,0.9533284742065455
trunc_laplace,302004,H,1000.0,0.005,2.126380405156971,0.9550275798398071
trunc_laplace,302011,CP,,,2.9889070920031173,1.0
trunc_laplace,302011,Oracle,,,2.819098473154264,1.0
trunc_laplace,302011,H,2.0,9e-05,4.2209773382092015,1.0
trunc_laplace,302011,H,2.0,0.001,4.077509797793068,1.0
trunc_laplace,302011,H,2.0,0.005,3.8981753722729007,1.0
trunc_laplace,302011,H,10.0,9e-05,3.3390649034011233,1.0
trunc_laplace,302011,H,10.0,0.001,3.243419876457034,1.0
trunc_laplace,302011,H,10.0,0.005,3.1896195488009838,1.0
trunc_laplace,302011,H,50.0,9e-05,3.031609589167502,1.0
trunc_laplace,302011,H,50.0,0.001,3.0076983324314797,1.0
trunc_laplace,302011,H,50.0,0.005,2.9957427040634683,1.0
trunc_laplace,302011,H,200.0,9e-05,2.9120533054873903,1.0
trunc_laplace,302011,H,200.0,0.001,2.9054250563610355,1.0
trunc_laplace,302011,H,200.0,0.005,2.9060754913033846,1.0
trunc_laplace,302011,H,1000.0,9e-05,2.855133631132862,1.0
trunc_laplace,302011,H,1000.0,0.001,2.855133631132862,1.0
trunc_laplace,302011,H,1000.0,0.005,2.8670892595008732,1.0
trunc_laplace,302010,CP,,,2.2917079655515162,0.973501974624567
trunc_laplace,302010,Oracle,,,2.0357852993319883,0.9434686258650764
trunc_laplace,302010,H,2.0,9e-05,3.1951320181543643,1.0
trunc_laplace,302010,H,2.0,0.001,3.108047115463416,1.0
trunc_laplace,302010,H,2.0,0.005,3.002628549048058,1.0
trunc_laplace,302010,H,10.0,9e-05,2.555237449478824,0.9970930924230872
trunc_laplace,302010,H,10.0,0.001,2.473102283150785,0.9904230291825422
trunc_laplace,302010,H,10.0,0.005,2.4272681238397595,0.9864448616779855
trunc_laplace,302010,H,50.0,9e-05,2.2781167107522937,0.9721005083973853
trunc_laplace,302010,H,50.0,0.001,2.2506162151656786,0.9692032853118335
trunc_laplace,302010,H,50.0,0.005,2.2414493833034737,0.9682189287970338
trunc_laplace,302010,H,200.0,9e-05,2.158947896543628,0.9589230661660952
trunc_laplace,302010,H,200.0,0.001,2.1453357332343868,0.9573109586411706
trunc_laplace,302010,H,200.0,0.005,2.1499191491654894,0.9578563369458568
trunc_laplace,302010,H,1000.0,9e-05,2.0903347420611564,0.9505589370285372
